chunk_hash,n_lines,risk_score_logged_mean,risk_score_logged_std,model_score_mean,model_score_std,pred_bot_frac
42a4943869316766c3e4fec31e7d18442b02012cbd34f29d52aa2e3ea45143e8,12,0.07427666666666667,0.0533548470548124,0.10696918205178875,1.7752525812343193e-17,0.0
46dc5f021385cd48295a4b8428db7ef417a439a5d98a1c05808d53c55ebf67aa,4,0.33883,0.01131952937773181,0.34562199046770126,6.409875621278546e-17,0.0
47633694169e36febd640463cbfe4cd5474b1a0a0fed179366b91a4abecdcc5b,16,0.03046,0.010282512585290945,0.05099400092403266,7.809467432050823e-18,0.0
47b2bc092b3f7251702362f43c6d00706eb36dbe030d5aca753541cdef0aca24,4,0.023795999999999998,0.017176170508391365,0.10888582735880227,2.2662332591841973e-17,0.0
4a8ce217ebab6c1e508a5b5e29a74ee7c69d9ac7c67823c509fc10a79314a0ea,4,0.3521335,0.013764607767749869,0.3756855372427874,5.551115123125783e-17,0.0
4cce21754083e10765308153fd09e94f11c528106eb0f5ecee59ef00d5e43269,4,0.358507,0.027615818075878172,0.301914613121866,0.0,0.0
4e4715da32eeeba4b15a03c31088d96dd38992cbe42ba1e2a25af1f876cacd66,16,0.08414100000000001,0.043413561322087686,0.11766561149627909,2.844100168142183e-17,0.0
4e95f646f9243a8f2f3df2257d77b334439c0459dd611e837457f33e7ed3adc9,16,0.048561,0.041110427225543,0.055292680211250535,9.813077866773595e-18,0.0
4f6545fc04c188bc5b2e96dcaffb33f65b3f2ec401705fe8efded9462f7d7a7d,16,0.0393085,0.02998876824857378,0.07645301833398443,9.480333893807274e-18,0.0
512cfb9325e2e995c49912f4c2a29613be8b4839c98962a1a47015e6d8422ceb,4,0.392496,0.02468980691162517,0.3530402187197809,5.551115123125783e-17,0.0
5233b880db076ca7acf112572be96edfcc6fc726f6bcdb6f749dc9769191474e,12,0.028976583333333333,0.016412320878802848,0.07601408281465247,1.3231951496239685e-17,0.0
542f713b7057255f4c83885630acd488e5401bb316a3115ae66d655a70b59034,16,0.048310000000000006,0.013940674455228721,0.08811337244061661,1.3877787807814457e-17,0.0
56186b69131619bc2be3b6e9a7c1242d0bfcb022aa6099340b2b6d1cff8926f7,4,0.4243115,0.008254376798604081,0.3816763744409746,5.551115123125783e-17,0.0
56b636db5d89ad9a21cabad9a7bcff256a2a7b6ae8c70c90edadbc4b394903b3,4,0.02457,0.018538717143678884,0.11806587367256736,2.119867103594834e-17,0.0
57c228b007e179250e53f2169fe9e797e1d266d7fe9c38da19a9de6572bc80b6,4,0.4793625,0.0031552192211213143,0.43290913397108793,5.551115123125783e-17,0.0
59a4520a9f788599e017a3047de573222926e471580bf657c11d6018b27cbdcc,4,0.301891,0.026744019169401872,0.2704868473592677,3.204937810639273e-17,0.0
5a4725258daa837757c69230c75c4cd22ecc10a2355d64399c58e241004ff94d,4,0.4698635,0.00998180880401944,0.4364630845898274,8.479468414379336e-17,0.0
5a503d9b9efa49546ce0d3cfa1d5ede922ac283057846d45a3c2499684e9ea57,16,0.0556045,0.010300586507573248,0.12180991525664918,2.2662332591841973e-17,0.0
5d26ff17331727b6fe039589a202a90dd0c56b1368106e89c261630f7d425698,16,0.0487895,0.01916093960813683,0.0895781527680921,1.1884227471249331e-17,0.0
626943812daaf40b2d1c808d3542bd1cbe2276f74a89d2ba97e8faecf7fd0efc,4,0.024121,0.017720034461967994,0.11682535835728165,1.6024689053196365e-17,0.0
639fb30b483a11ba61564c187bbd728e0c8e3ad3f0e2b5fa139b06b677c1c7ab,4,0.3116765,0.024758511593658727,0.2987115975659951,5.551115123125783e-17,0.0
64a1e089861ed64ca1057aad49c537cee5ae400f456dadae6840760d94638f1c,4,0.1221035,0.017764490432695595,0.1350788884387178,3.204937810639273e-17,0.0
682580862c880c51973abdc9daa155e183a1d5f51847d3fab29c46e6e01e7a78,16,0.040695499999999996,0.028191703975933534,0.08784487295577721,1.5202354861220293e-17,0.0
68d7aa324988dbfb8e8f57b6a0c23aa4444eb09e8d6cd060479745528eb47bba,12,0.04233383333333333,0.020099724945351564,0.08002649362907893,8.368620923398063e-18,0.0
6a3cae2db988f4f57a979d04cd7cbec773c973939f01c877f848921e6c1a8149,4,0.326775,0.005006781534412442,0.21586971887852724,3.925231146709438e-17,0.0
6a5885a68c92e9502626e8e7e0fb9505171548c3dc53cb06cfc3370865c182b0,12,0.05349399999999999,0.028961647021221323,0.06460309228428915,7.247438314304709e-18,0.0
6bb7c5b147ea6f525bbe0e19ca87bc656bcad5aeb5356a31ba8b3e061423fcb2,16,0.0481565,0.04123901027263708,0.09214486767254838,1.4332917616497526e-17,0.0
6d5bc677074214d2a6e4cc23de1c0c4f9bdbb286c9a08e6ce915c5c4bb7f98de,12,0.04210733333333333,0.014251165332467843,0.06949393973556361,1.1835017208228795e-17,0.0
6ebda4ad6c2ff8b3fee12baa39862358d6e6e22c0da556a098db09c029d2c203,4,0.079763,0.041495318547196784,0.10928300820430076,1.3877787807814457e-17,0.0
6f0346ecec097ac9c911cbc9f8e42609d4ca8828f43938a28bb68ec7cd02a03a,4,0.35201800000000005,0.006795412668361907,0.34956410838642565,6.409875621278546e-17,0.0
766bd928b2fd0f2f6a511645c6ce3f5e124b87f96723bb26e93c859c5293a4a5,16,0.0342535,0.013719139807825664,0.04892603165342989,5.665583147960493e-18,0.0
76c18a6154f4f790f96afa358b8a3df7ab3c8db494d36559759a179d940adf9c,16,0.0495505,0.0226827724642881,0.09663591525838838,1.0749688212373146e-17,0.0
